genus,species,TL,initiation,jolts,end,endType,duration,date,time,site,method,observer,jolts100sec
Siganus,doliatus,18,2,0,1,4,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Siganus,doliatus,19,2,0,1,1,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Siganus,doliatus,20,1,0,2,1,4,9_25_2014,2_30_00 PM,Turtle,diving,MJ,0.0
Siganus,doliatus,19,1,0,1,1,9,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Siganus,doliatus,20,1,0,1,1,2,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Siganus,doliatus,22,1,0,1,1,5,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Siganus,doliatus,19,1,0,1,4,10,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,20,2,0,1,4,15,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,15,2,0,1,4,5,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,22,2,0,1,4,7,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Siganus,doliatus,20,2,1,2,1,13,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,7.7
Siganus,doliatus,20,1,0,1,1,17,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,0.0
Siganus,doliatus,20,1,0,1,4,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Siganus,doliatus,20,1,1,2,1,7,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,14.3
Siganus,doliatus,20,2,2,2,3,12,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,MJ,16.7
Siganus,doliatus,20,1,0,1,1,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Siganus,doliatus,20,NA,1,2,1,6,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,16.7
Siganus,doliatus,20,2,0,1,4,8,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,MJ,0.0
Siganus,doliatus,20,1,1,1,4,5,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,20.0
Siganus,doliatus,20,1,1,1,1,8,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,12.5
Siganus,doliatus,23,1,0,1,4,4,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Siganus,doliatus,20,1,1,1,4,6,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,16.7
Siganus,doliatus,18,1,0,1,4,5,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Siganus,doliatus,23,1,0,1,4,4,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Siganus,doliatus,19,2,0,1,4,10,9_26_2014,3_45_00 PM,Palfrey (west cost),diving,DR,0.0
Scarus,flavipectoralis,18,1,1,1,4,7,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,14.3
Scarus,flavipectoralis,24,1,1,2,3,14,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,7.1
Scarus,flavipectoralis,17,1,1,2,1,6,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,16.7
Scarus,flavipectoralis,18,2,2,1,4,8,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,25.0
Scarus,flavipectoralis,23,1,0,1,1,7,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,0.0
Scarus,flavipectoralis,25,1,1,2,1,10,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,10.0
Scarus,flavipectoralis,23,1,4,2,1,31,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,12.9
Scarus,flavipectoralis,19,1,1,1,4,9,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,11.1
Scarus,flavipectoralis,17,2,1,2,3,4,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,25.0
Scarus,flavipectoralis,17,1,0,1,4,2,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Scarus,flavipectoralis,18,1,1,1,4,7,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,14.3
Scarus,flavipectoralis,20,1,2,1,4,11,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,18.2
Scarus,flavipectoralis,14,2,0,1,4,3,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Scarus,flavipectoralis,8,1,1,2,2,4,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,25.0
Scarus,flavipectoralis,20,2,1,2,1,3,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,33.3
Scarus,flavipectoralis,24,1,2,2,1,6,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,33.3
Scarus,flavipectoralis,20,2,0,1,4,7,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Scarus,flavipectoralis,17,1,0,1,4,3,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Scarus,flavipectoralis,20,2,5,2,3,28,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,17.9
Scarus,flavipectoralis,17,2,1,2,1,8,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,12.5
Scarus,flavipectoralis,19,2,2,2,1,5,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,40.0
Scarus,flavipectoralis,18,2,1,2,1,8,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,12.5
Scarus,flavipectoralis,19,2,1,2,1,3,9_10_2014,9_40_00 AM,Lizard head,diving,MJ,33.3
Scarus,flavipectoralis,26,NA,2,2,1,21,9_10_2014,1_45_00 PM,Palfrey-South,diving,MJ,9.5
Scarus,flavipectoralis,18,NA,1,2,2,3,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,33.3
Scarus,flavipectoralis,20,1,2,2,3,9,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,22.2
Scarus,flavipectoralis,15,2,1,2,3,2,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,50.0
Scarus,flavipectoralis,22,2,1,2,1,12,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,8.3
Scarus,flavipectoralis,19,1,2,2,1,9,9_18_2014,2_30_00 PM,Watson,diving,MJ,22.2
Scarus,flavipectoralis,16,1,2,2,3,5,9_18_2014,2_30_00 PM,Watson,diving,MJ,40.0
Scarus,flavipectoralis,18,1,1,2,3,3,9_18_2014,2_30_00 PM,Watson,diving,MJ,33.3
Scarus,flavipectoralis,18,1,1,2,2,3,9_18_2014,3_30_00 PM,Watson,diving,MJ,33.3
Scarus,flavipectoralis,17,2,2,2,1,8,9_18_2014,3_30_00 PM,Watson,diving,MJ,25.0
Scarus,flavipectoralis,18,1,3,2,3,17,9_18_2014,3_30_00 PM,Watson,diving,MJ,17.6
Scarus,flavipectoralis,12,1,1,1,4,2,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,50.0
Scarus,flavipectoralis,23,2,2,1,4,10,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,20.0
Scarus,flavipectoralis,19,2,1,1,4,7,9_18_2014,2_30_00 PM,Watson,diving,DR,14.3
Scarus,flavipectoralis,21,1,2,2,3,6,9_18_2014,3_30_00 PM,Watson,diving,DR,33.3
Scarus,flavipectoralis,13,2,0,1,4,4,9_18_2014,3_30_00 PM,Watson,diving,DR,0.0
Scarus,flavipectoralis,20,2,2,2,3,11,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,18.2
Scarus,flavipectoralis,19,2,0,1,4,3,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Scarus,flavipectoralis,25,1,5,2,1,26,9_22_2014,2_25_00 PM,Mermaid,diving,DR,19.2
Scarus,flavipectoralis,14,1,1,1,1,6,9_22_2014,3_25_00 PM,Mermaid,diving,DR,16.7
Scarus,flavipectoralis,15,1,1,2,2,3,9_22_2014,3_25_00 PM,Mermaid,diving,DR,33.3
Scarus,flavipectoralis,17,1,2,2,3,8,9_25_2014,2_30_00 PM,Turtle,diving,MJ,25.0
Scarus,flavipectoralis,16,2,2,1,4,8,9_25_2014,2_30_00 PM,Turtle,diving,MJ,25.0
Scarus,flavipectoralis,25,2,2,2,1,12,9_25_2014,2_30_00 PM,Turtle,diving,DR,16.7
Scarus,flavipectoralis,17,2,1,1,1,6,9_25_2014,2_30_00 PM,Turtle,diving,DR,16.7
Scarus,flavipectoralis,28,2,1,2,1,3,9_25_2014,2_30_00 PM,Turtle,diving,DR,33.3
Scarus,flavipectoralis,16,1,1,2,1,16,9_25_2014,2_30_00 PM,Turtle,diving,DR,6.3
Scarus,flavipectoralis,16,2,0,1,4,4,9_25_2014,2_30_00 PM,Turtle,diving,DR,0.0
Scarus,flavipectoralis,17,1,0,1,1,4,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Scarus,flavipectoralis,16,1,4,2,3,13,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,30.8
Scarus,flavipectoralis,16,2,3,1,1,18,9_26_2014,10_00_00 AM,Big Vicky,diving,MJ,16.7
Scarus,flavipectoralis,22,1,1,2,3,2,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,50.0
Scarus,flavipectoralis,20,1,0,1,1,11,9_26_2014,2_45_00 PM,Palfrey (west cost),diving,DR,0.0
Hemigymnus,melapterus,25,1,0,2,1,10,7_26_2014,8_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Hemigymnus,melapterus,20,1,0,2,1,11,7_26_2014,8_00_00 AM,LIRS Front M,snorkeling,MJ,0.0
Hemigymnus,melapterus,22,1,0,1,4,3,7_26_2014,9_30_00 AM,LIRS Front M,snorkeling,MJ,0.0
Hemigymnus,melapterus,25,1,0,2,1,47,7_26_2014,9_30_00 AM,LIRS Front M,snorkeling,MJ,0.0
Hemigymnus,melapterus,18,1,0,2,1,6,7_28_2014,10_30_00 AM,Big Vicky,snorkeling,MJ,0.0
Hemigymnus,melapterus,20,1,0,1,1,4,8_17_2014,9_40_00 AM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,18,1,0,1,4,22,8_17_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,10,2,0,1,4,2,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,10,2,0,1,4,5,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,14,1,0,1,4,19,8_17_2014,2_50_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,17,1,0,1,1,7,8_18_2014,10_00_00 AM,Loomis,snorkeling,MJ,0.0
Hemigymnus,melapterus,16,1,0,NA,NA,11,8_30_2014,2_00_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,10,1,0,1,1,10,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,20,1,0,2,1,4,8_30_2014,3_00_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,18,2,0,3,1,8,8_30_2014,2_00_00 PM,Watson,diving,DR,0.0
Hemigymnus,melapterus,18,1,0,1,1,6,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,17,1,0,1,1,12,9_1_2014,3_15_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,6,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,18,1,1,1,1,6,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,16.7
Hemigymnus,melapterus,17,1,0,1,4,6,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,4,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,15,1,0,2,1,7,9_3_2014,10_15_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,30,1,0,2,1,7,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,18,1,0,1,1,5,9_3_2014,1_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,16,1,0,1,1,5,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,20,1,0,1,1,29,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,16,1,0,1,1,9,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,11,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,16,1,0,2,1,2,9_3_2014,2_00_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,3,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,13,?,0,1,4,5,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,6,1,0,1,1,2,9_3_2014,9_15_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,14,1,0,1,1,23,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,8,1,0,1,1,5,9_3_2014,10_15_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,18,1,0,3,1,19,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,11,?,0,1,1,8,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,21,1,0,1,1,5,9_3_2014,1_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,11,1,0,1,4,5,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,14,1,0,2,1,17,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,15,1,0,2,1,10,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,8,1,0,1,4,11,9_3_2014,2_00_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,16,1,0,1,1,6,9_7_2014,9_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,18,1,0,2,1,10,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,13,1,0,1,4,8,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,12,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,17,1,0,1,1,11,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,19,1,0,1,1,7,9_7_2014,10_35_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,22,1,0,1,1,3,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,15,1,0,1,1,1,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,8,1,1,1,4,7,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,14.3
Hemigymnus,melapterus,10,1,0,1,1,2,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,18,1,0,1,1,11,9_7_2014,9_35_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,11,1,1,2,2,12,9_7_2014,10_35_00 AM,Big Vicky,diving,DR,8.3
Hemigymnus,melapterus,27,1,0,2,1,13,9_7_2014,2_40_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,17,1,1,2,3,11,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,9.1
Hemigymnus,melapterus,19,1,0,2,1,12,9_7_2014,3_40_00 PM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,25,1,0,1,4,29,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,25,2,0,1,4,12,9_7_2014,2_40_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,17,1,0,1,4,8,9_7_2014,3_40_00 PM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,17,1,0,2,1,9,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Hemigymnus,melapterus,15,1,0,1,1,8,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Hemigymnus,melapterus,18,1,0,2,1,3,9_10_2014,10_40_00 AM,Lizard head,diving,MJ,0.0
Hemigymnus,melapterus,9,1,0,1,1,8,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Hemigymnus,melapterus,20,1,1,2,1,13,9_10_2014,9_40_00 AM,Lizard head,diving,DR,7.7
Hemigymnus,melapterus,20,1,0,2,1,6,9_10_2014,9_40_00 AM,Lizard head,diving,DR,0.0
Hemigymnus,melapterus,23,1,0,1,4,8,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,17,1,0,2,1,7,9_10_2014,2_45_00 PM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,1,1,22,9_10_2014,1_45_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,20,1,0,2,1,6,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,30,1,0,2,1,4,9_10_2014,2_45_00 PM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,19,1,0,1,1,8,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,14,1,0,1,1,15,9_18_2014,9_45_00 AM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,22,1,0,2,1,7,9_18_2014,10_45_00 AM,Palfrey-South,diving,MJ,0.0
Hemigymnus,melapterus,16,1,0,NA,NA,17,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,13,1,0,1,1,22,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,15,1,0,1,1,12,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,20,1,0,NA,NA,7,9_18_2014,3_30_00 PM,Watson,diving,MJ,0.0
Hemigymnus,melapterus,13,1,0,1,4,19,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,7,1,0,1,1,7,9_18_2014,9_40_00 AM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,8,1,0,2,1,8,9_18_2014,10_40_00 AM,Palfrey-South,diving,DR,0.0
Hemigymnus,melapterus,4.5,1,0,1,1,3,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Hemigymnus,melapterus,22,1,0,1,4,24,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Hemigymnus,melapterus,10,2,0,1,1,14,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Hemigymnus,melapterus,12,2,0,1,4,12,9_18_2014,2_30_00 PM,Watson,diving,DR,0.0
Hemigymnus,melapterus,15,1,0,2,1,8,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,18,1,0,1,4,7,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,15,1,0,1,1,5,9_22_2014,2_25_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,30,1,0,1,4,12,9_22_2014,3_25_00 PM,Mermaid,diving,MJ,0.0
Hemigymnus,melapterus,14,1,1,2,1,6,9_22_2014,2_25_00 PM,Mermaid,diving,DR,16.7
Hemigymnus,melapterus,18,1,0,1,4,9,9_22_2014,3_25_00 PM,Mermaid,diving,DR,0.0
Hemigymnus,melapterus,35,1,3,1,4,108,9_22_2014,3_25_00 PM,Mermaid,diving,DR,2.8
Hemigymnus,melapterus,15,2,1,2,1,16,9_25_2014,2_30_00 PM,Turtle,diving,DR,6.3
Hemigymnus,melapterus,10,1,0,1,4,3,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,28,1,0,1,4,8,9_26_2014,9_00_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,18,1,0,2,1,16,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,40,1,0,1,4,19,9_26_2014,10_00_00 AM,Big Vicky,diving,DR,0.0
Hemigymnus,melapterus,30,NA,1,2,3,13,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,7.7
Hemigymnus,melapterus,19,1,0,2,1,3,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,11,1,0,2,1,18,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,20,1,0,1,4,11,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
Hemigymnus,melapterus,12,1,0,2,1,10,9_26_2014,9_00_00 AM,Big Vicky,diving,MJ,0.0
